popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,new_split
0.76,50000000,42792561,Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,2003-04-18,153,6.0,2003,Drama
0.76,50000000,42792561,Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,2003-04-18,153,6.0,2003,Mystery
0.76,50000000,42792561,Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,2003-04-18,153,6.0,2003,Thriller
0.76,50000000,42792561,Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,2003-04-18,153,6.0,2003,Crime
0.75,85000000,80916492,The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,2003-09-26,298,6.3,2003,Adventure
0.75,85000000,80916492,The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,2003-09-26,298,6.3,2003,Action
0.75,85000000,80916492,The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,2003-09-26,298,6.3,2003,Comedy
0.75,85000000,80916492,The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,2003-09-26,298,6.3,2003,Thriller
0.72,76000000,236350661,2 Fast 2 Furious,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,107,2003-06-05,1275,6.1,2003,Action
0.72,76000000,236350661,2 Fast 2 Furious,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,107,2003-06-05,1275,6.1,2003,Crime
0.72,76000000,236350661,2 Fast 2 Furious,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,107,2003-06-05,1275,6.1,2003,Thriller
0.68,22000000,68296293,Open Range,Kevin Costner|Robert Duvall|Michael Gambon|Michael Jeter|Diego Luna,Kevin Costner,139,2003-08-29,125,6.8,2003,Western
0.65,18000000,101564935,Just Married,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,Shawn Levy,95,2003-01-09,242,5.3,2003,Comedy
0.63,60000000,164433867,Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,92,2003-05-03,257,5.7,2003,Comedy
0.63,60000000,164433867,Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,92,2003-05-03,257,5.7,2003,Family
0.62,87000000,148336445,Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,141,2003-07-22,109,6.4,2003,Drama
0.62,87000000,148336445,Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,141,2003-07-22,109,6.4,2003,History
0.6,50000000,55495563,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105,2003-10-03,151,6.0,2003,Thriller
0.6,50000000,55495563,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105,2003-10-03,151,6.0,2003,Crime
0.6,50000000,55495563,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105,2003-10-03,151,6.0,2003,Drama
0.6,17000000,63102666,Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,104,2003-08-08,123,5.4,2003,Horror
0.6,17000000,63102666,Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,104,2003-08-08,123,5.4,2003,Thriller
0.6,17000000,55534455,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94,2003-04-25,158,5.8,2003,Comedy
0.6,17000000,55534455,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94,2003-04-25,158,5.8,2003,Adventure
0.6,17000000,55534455,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94,2003-04-25,158,5.8,2003,Family
0.58,68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,2003-03-21,330,5.1,2003,Drama
0.58,68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,2003-03-21,330,5.1,2003,Horror
0.58,68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,2003-03-21,330,5.1,2003,Science Fiction
0.58,68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,2003-03-21,330,5.1,2003,Thriller
0.57,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,2003-07-25,281,4.8,2003,Action
0.57,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,2003-07-25,281,4.8,2003,Adventure
0.57,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,2003-07-25,281,4.8,2003,Comedy
0.57,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,2003-07-25,281,4.8,2003,Family
0.57,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,2003-07-25,281,4.8,2003,Science Fiction
0.56,35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,2003-05-08,107,6.0,2003,Action
0.56,35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,2003-05-08,107,6.0,2003,Comedy
0.56,35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,2003-05-08,107,6.0,2003,Romance
0.56,35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,2003-05-08,107,6.0,2003,Thriller
0.56,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,2003-09-05,42,4.8,2003,Drama
0.56,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,2003-09-05,42,4.8,2003,Fantasy
0.56,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,2003-09-05,42,4.8,2003,Horror
0.56,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,2003-09-05,42,4.8,2003,Mystery
0.56,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,2003-09-05,42,4.8,2003,Romance
0.55,60000000,119940815,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,2003-09-02,201,5.7,2003,Crime
0.55,60000000,119940815,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,2003-09-02,201,5.7,2003,Comedy
0.55,60000000,119940815,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,2003-09-02,201,5.7,2003,Romance
0.54,55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,2003-03-11,90,5.8,2003,Drama
0.54,55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,2003-03-11,90,5.8,2003,Action
0.54,55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,2003-03-11,90,5.8,2003,Thriller
0.54,55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,2003-03-11,90,5.8,2003,Crime
0.54,16500000,16942795,House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,126,2003-12-19,76,6.5,2003,Drama
0.51,1500000,30553394,Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,93,2003-08-15,142,5.3,2003,Horror
0.5,60000000,80154140,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127,2003-10-09,180,6.8,2003,Drama
0.5,60000000,80154140,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127,2003-10-09,180,6.8,2003,Thriller
0.49,8000000,60378584,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110,2003-11-16,216,6.8,2003,Crime
0.49,8000000,60378584,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110,2003-11-16,216,6.8,2003,Drama
0.48,12000000,23,In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119,2003-09-09,36,4.7,2003,Thriller
0.48,12000000,23,In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119,2003-09-09,36,4.7,2003,Mystery
0.48,20000000,132675402,Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105,2003-03-07,85,5.3,2003,Comedy
0.47,54000000,7266209,Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,121,2003-08-01,48,3.8,2003,Drama
0.47,56000000,12923936,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,2003-02-21,23,5.8,2003,Drama
0.47,56000000,12923936,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,2003-02-21,23,5.8,2003,History
0.47,56000000,12923936,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,2003-02-21,23,5.8,2003,War
0.46,6000000,2,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94,2003-11-14,46,6.4,2003,Drama
0.46,6000000,2,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94,2003-11-14,46,6.4,2003,History
0.46,19000000,39267515,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,85,2003-06-13,110,4.2,2003,Comedy
0.44,20000000,37095657,Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,92,2003-08-15,108,6.2,2003,Comedy
0.44,5000000,742898,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,2003-09-05,25,5.6,2003,Comedy
0.44,5000000,742898,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,2003-09-05,25,5.6,2003,Drama
0.44,5000000,742898,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,2003-09-05,25,5.6,2003,Crime
0.43,50000000,38955598,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,2003-02-21,246,7.2,2003,Drama
0.43,50000000,38955598,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,2003-02-21,246,7.2,2003,Thriller
0.43,50000000,38955598,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,2003-02-21,246,7.2,2003,Crime
0.43,3000000,10012022,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81,2003-05-18,186,7.1,2003,Drama
0.43,3000000,10012022,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81,2003-05-18,186,7.1,2003,Crime
0.42,7000000,13818181,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90,2003-04-11,35,3.4,2003,Horror
0.42,7000000,13818181,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90,2003-04-11,35,3.4,2003,Action
0.42,7000000,13818181,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90,2003-04-11,35,3.4,2003,Thriller
0.42,8000000,41400000,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101,2003-01-30,46,6.7,2003,Drama
0.42,8000000,41400000,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101,2003-01-30,46,6.7,2003,Family
0.41,7000000,16829545,House of 1000 Corpses,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,Rob Zombie,89,2003-04-11,140,5.8,2003,Horror
0.4,20000000,17432163,A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,101,2003-01-17,46,5.3,2003,Comedy
0.4,20000000,17432163,A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,101,2003-01-17,46,5.3,2003,Romance
0.39,32000000,52277485,Radio,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,Mike Tollin,109,2003-10-24,75,7.1,2003,Drama
0.38,6400000,2500000,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93,2003-09-26,16,5.9,2003,Drama
0.38,6400000,2500000,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93,2003-09-26,16,5.9,2003,Thriller
0.38,6400000,2500000,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93,2003-09-26,16,5.9,2003,Crime
0.38,6400000,2500000,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,David Mackenzie,93,2003-09-26,16,5.9,2003,Romance
0.37,75000000,51142659,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116,2003-06-09,76,4.8,2003,Action
0.37,75000000,51142659,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116,2003-06-09,76,4.8,2003,Adventure
0.37,75000000,51142659,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116,2003-06-09,76,4.8,2003,Comedy
0.37,75000000,51142659,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,Ron Shelton,116,2003-06-09,76,4.8,2003,Thriller
0.37,7800000,22441323,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,102,2003-05-18,68,6.2,2003,Thriller
0.37,7800000,22441323,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,102,2003-05-18,68,6.2,2003,Crime
0.36,6000000,18750246,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,91,2003-04-16,33,6.5,2003,Comedy
0.36,6000000,18750246,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,91,2003-04-16,33,6.5,2003,Music
0.35,850000,819939,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,107,2003-07-10,26,6.4,2003,Drama
0.35,850000,819939,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,107,2003-07-10,26,6.4,2003,Comedy
0.35,850000,819939,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,107,2003-07-10,26,6.4,2003,Romance
0.35,500000,8679814,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,88,2003-01-26,107,7.4,2003,Drama
0.35,500000,8679814,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,88,2003-01-26,107,7.4,2003,Comedy
0.35,15000000,30238577,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,122,2003-09-17,22,5.3,2003,Comedy
0.35,15000000,30238577,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,122,2003-09-17,22,5.3,2003,Music
0.35,15000000,30238577,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,122,2003-09-17,22,5.3,2003,Romance
0.34,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,2003-08-29,21,5.5,2003,Romance
0.34,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,2003-08-29,21,5.5,2003,Action
0.34,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,2003-08-29,21,5.5,2003,Comedy
0.34,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,2003-08-29,21,5.5,2003,Crime
0.34,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,105,2003-08-29,21,5.5,2003,Mystery
0.29,10000000,96542059,Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,Nigel Cole,108,2003-09-02,46,6.5,2003,Comedy
0.28,8256269,460978,Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,William Phillips,97,2003-10-03,18,6.4,2003,Action
0.28,4361898,3031801,Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,Ã‰mile Gaudreault,92,2003-06-06,13,5.2,2003,Comedy
0.28,4361898,3031801,Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,Ã‰mile Gaudreault,92,2003-06-06,13,5.2,2003,Romance
0.28,28000000,58795814,Agent Cody Banks,Frankie Muniz|Hilary Duff|Angie Harmon|Keith David|Cynthia Stevenson,Harald Zwart,102,2003-03-12,161,4.9,2003,Action
0.26,24000000,23510601,Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,Reggie Rock Bythewood,110,2003-01-31,30,5.8,2003,Action
0.26,24000000,23510601,Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,Reggie Rock Bythewood,110,2003-01-31,30,5.8,2003,Drama
0.25,13000000,17040871,Ghosts of the Abyss,Bill Paxton|John Broadwater|James Cameron|Mike Cameron|Ken Marschall,James Cameron,92,2003-04-10,23,6.7,2003,Family
0.25,13000000,17040871,Ghosts of the Abyss,Bill Paxton|John Broadwater|James Cameron|Mike Cameron|Ken Marschall,James Cameron,92,2003-04-10,23,6.7,2003,Documentary
0.35,55000000,33828318,Stuck on You,Matt Damon|Greg Kinnear|Eva Mendes|Wen Yann Shih|Seymour Cassel,Bobby Farrelly|Peter Farrelly,118,2003-12-10,104,4.8,2003,Comedy
0.21,10,5,Kid's Story,Clayton Watson|Keanu Reeves|Carrie-Anne Moss|Kevin Michael Richardson|John Demita,Shinichiro Watanabe,15,2003-06-02,16,6.8,2003,Science Fiction
0.21,10,5,Kid's Story,Clayton Watson|Keanu Reeves|Carrie-Anne Moss|Kevin Michael Richardson|John Demita,Shinichiro Watanabe,15,2003-06-02,16,6.8,2003,Animation
0.37,15000000,2281585,The Company,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson|William Dick,Robert Altman,112,2003-09-10,12,4.9,2003,Drama
0.37,15000000,2281585,The Company,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson|William Dick,Robert Altman,112,2003-09-10,12,4.9,2003,Thriller
0.19,17000000,1569918,Veronica Guerin,Cate Blanchett|Gerard McSorley|CiarÃ¡n Hinds|Brenda Fricker|Don Wycherley,Joel Schumacher,98,2003-07-11,26,6.7,2003,Drama
0.19,17000000,1569918,Veronica Guerin,Cate Blanchett|Gerard McSorley|CiarÃ¡n Hinds|Brenda Fricker|Don Wycherley,Joel Schumacher,98,2003-07-11,26,6.7,2003,Crime
0.19,17000000,1569918,Veronica Guerin,Cate Blanchett|Gerard McSorley|CiarÃ¡n Hinds|Brenda Fricker|Don Wycherley,Joel Schumacher,98,2003-07-11,26,6.7,2003,Thriller
0.18,110000000,214948780,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,133,2003-04-24,2222,6.7,2003,Adventure
0.18,110000000,214948780,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,133,2003-04-24,2222,6.7,2003,Action
0.18,110000000,214948780,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,133,2003-04-24,2222,6.7,2003,Science Fiction
0.18,110000000,214948780,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,133,2003-04-24,2222,6.7,2003,Thriller
0.16,5000000,2466444,Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,104,2003-10-23,23,6.4,2003,Crime
0.16,5000000,2466444,Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,104,2003-10-23,23,6.4,2003,Drama
0.16,5000000,2466444,Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,104,2003-10-23,23,6.4,2003,Mystery
0.16,5000000,2466444,Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,104,2003-10-23,23,6.4,2003,Thriller
0.14,30000000,15368897,Alex & Emma,Luke Wilson|Kate Hudson|Sophie Marceau|David Paymer|Paul Wilson,Rob Reiner,96,2003-06-16,43,5.0,2003,Comedy
0.14,30000000,15368897,Alex & Emma,Luke Wilson|Kate Hudson|Sophie Marceau|David Paymer|Paul Wilson,Rob Reiner,96,2003-06-16,43,5.0,2003,Romance
0.14,12000000,4922166,From Justin to Kelly,Kelly Clarkson|Justin Guarini |Brandon Henschel|Greg Siff|Brian Dietzen,Robert Iscove,90,2003-06-20,12,3.5,2003,Comedy
0.14,12000000,4922166,From Justin to Kelly,Kelly Clarkson|Justin Guarini |Brandon Henschel|Greg Siff|Brian Dietzen,Robert Iscove,90,2003-06-20,12,3.5,2003,Romance
0.13,569217,569217,Les Clefs de bagnole,Laurent Baffie|Daniel Russo|Pascal Sellem|GÃ©rard Depardieu|Guillaume Canet,Laurent Baffie,90,2003-12-10,12,4.8,2003,Comedy
0.1,7000000,10000000,Sylvia,Gwyneth Paltrow|Daniel Craig|Jared Harris|Michael Gambon|Blythe Danner,Christine Jeffs,109,2003-10-17,17,5.6,2003,Drama
0.1,7000000,10000000,Sylvia,Gwyneth Paltrow|Daniel Craig|Jared Harris|Michael Gambon|Blythe Danner,Christine Jeffs,109,2003-10-17,17,5.6,2003,Romance
4.36,200000000,1845034188,Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,194,1997-11-18,4654,7.3,1997,Drama
4.36,200000000,1845034188,Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,194,1997-11-18,4654,7.3,1997,Romance
4.36,200000000,1845034188,Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,194,1997-11-18,4654,7.3,1997,Thriller
3.49,85000000,252712101,Hercules,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods,John Musker|Ron Clements,93,1997-06-26,909,7.0,1997,Animation
3.49,85000000,252712101,Hercules,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods,John Musker|Ron Clements,93,1997-06-26,909,7.0,1997,Family
3.49,85000000,252712101,Hercules,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods,John Musker|Ron Clements,93,1997-06-26,909,7.0,1997,Fantasy
